IZDELEK-ime;IZDELEK-id;KOLIÈINA;CENA;VRSTA-ime;VRSTA-id;TRGOVINA-ime;TRGOVINA-id;TRGOVINA-naslov;PODJETJE-ime;PODJETJE-id;PODJETJE-naslov;PODJETJE-tel.št.
sir Gauda;M930;550g;3,39;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
sadni jogurt 2% m.m;M933;180g;0,39;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
skuta nepasirana;M945;500g;1,79;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
navadni jogurt, 3,2% m.m;M951;1kg;1,09;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
sladka smetana, 35% m.m;M957;0,25l;0,89;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
smetana za kuhanje;M960;200g;0,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rezan sir Edamec;M969;150g;1,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
kisla smetana 20% m.m;M978;400g;0,86;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
sladka smetana, 35% m.m;M984;0,5l;1,79;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
kisla smetana 20% m.m;M993;180g;0,42;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rezan sir Ementaler ;M1002;150g;1,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
topljeni sir ;M1008;140g;0,99;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
skuta 10% m.m;M1056;500g;1,79;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio kisla smetana, Bio Zone 15% m.m;M1062;200g;0,55;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rezan sir mozzarella;M1077;150g;1,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
kefir ;M1086;500g;1,05;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio skuta;M1110;1kg;8,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
sir mozzarella, Morro;M1119;400g;3,59;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
domaèi ocvirki;M789;250g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;MESARIJA KRAGELJd.o.o.;11151;Sela pri Volèah 2, 5220 Tolmin, Slovenija;031 753 160
Krpanove hrenovke;M579;300g;2,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mesnine dežele kranjske d.d.;11159;Agrokombinatska 63, 1000 Ljubljana;01 547 24 02
mini kuhana šunka;M777;400g;3,09 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mesnine dežele kranjske d.d.;11159;Agrokombinatska 63, 1000 Ljubljana;01 547 24 02
Tirolska salama;M828;600g;3,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mesnine dežele kranjske d.d.;11159;Agrokombinatska 63, 1000 Ljubljana;01 547 24 02
peèenice Anton;M657;480g;35,90 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;11167;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73
Kamniški odšèipanci Anton;M675;400g;3,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;11167;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73
èevapèièi Anton;M858;480g;4,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;11167;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73
trajno mleko, zelene doline, 3,5% m.m;M948;12l;10,7;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
navadni jogurt zelene doline, 3,2% m.m;M972;180g;0,49;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
trajno mleko, zelene doline, 3,5% m.m;M975;1l;1,07;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
probiotièni navadni jogurt LCA, 1.5%  m.m;M1020;180g;0,55;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
sir Edamec, Zelene Doline;M1038;300g;3,29;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
Sadni jogurt breskev LCA, 1,2% m.m;M1047;180g;0,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
Sadni jogurt žiti LCA, 1,2% m.m;M1050;180g;0,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
Sadni jogurt borovnica LCA, 1,2% m.m;M1053;180g;0,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
grški tip jogurta Mythos, zelene doline;M1116;500g;1,19;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;11171;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47
sveže mleko, 3,5% m.m;M966;1l;1,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;11175;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00
narezek aljaževa salama;M555;100g;1,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
Leskovaèki èevapèièi;M573;480g;4,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
narezek grajska salama;M627;100g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
domaèe peèenice;M639;450g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
narezek peèena mesna slanina;M642;100g;1,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
Sarajevski èevapèièi;M687;480g;4,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
narezek pišèanèje prsi;M690;100g;0,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
pišèanèje hrenovke;M708;500g;2,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
Mini šunka v ovitku;M738;400g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
jetrna pašteta;M741;250g;1,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
zaseka s prekajenim mletim mesom;M807;150g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
narezek kmeèka klobasa;M843;100g;2,09 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
zaseka s èesnom;M864;150g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
svinjski zrezki;M882;500g;4,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;11183;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60
paradižnik volovsko srce lušt;M222;1kg;4,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;11195;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50
paradižnik Luštek;M234;1kg;10,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;11195;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50
paradižnik Lušt;M243;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;11195;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50
paradižnik v grozd lušt, slovenija;M252;1kg;10,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;11195;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50
Pišèanèji file zrezki;M492;500g;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
Pišèanèji file;M501;500g;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
Pišèanèji file, zamrznjen;M510;750g;9,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèji mini file, zamrznjen;M513;750g;10,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
Pišèanèji file;M516;800g;4,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
Prekajen pišèanèji file;M519;1kg;18,76 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
Poli salama;M534;500g;4,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèje hrenovke;M540;330g;1,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèja stegna brez kosti in kože;M558;500g;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
mini Poli salama;M564;220g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèje kraèe;M588;500g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
mini hrenovke Pepe;M594;100g;0,65 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
hrenovke Golica s sirom;M606;200g;2,09 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèja fit nabodala Piknik;M609;400g;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
hrenovke Golica;M615;200g;1,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèje hrenovke Poli;M636;330g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèji ražnjièi Piknik;M648;400g;5,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèje prsi s poprom;M663;100g;1,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèje prsi Slim&fit;M669;500g;6,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
salama Poli;M714;150g;1,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
posebna salama klasik Jata;M720;500g;2,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
Mini pašteta Pepe;M735;50g;0,45 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
mini Poli salama z vrtninami;M750;220g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
domaè pišèanec za peko;M756;1kg;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
puranji file brez kosti;M774;1kg;5,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
puranji medaljoni;M816;400g;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
puranji file;M849;1kg;12,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
štajerski pišèanec z buènimi semeni;M855;1kg;5,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanèji kebab;M870;500g;4,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
pišèanec z drobovino;M876;1kg;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
puranje prekajeno stegno;M897;1kg;9,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
puranji file;M900;1kg;5,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
puranje mleto meso;M903;550g;5,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;11191;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00
narezek kuhana šunka;M531;150g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;11199;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777
narezek kuhana šunka;M549;125g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;11199;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777
narezek mortadela;M570;150g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;11199;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777
narezek mortadela z olivami;M597;150g;1,49;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;11199;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777
narezek èajna klobasa;M726;100g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;11199;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777
narezek kulen;M801;100g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;11199;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777
dimljeno pleèe s kožo;M867;1kg;6,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;11199;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777
Pišèanèji file zrezki;M498;400g;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
pišèanèji mini file;M504;400g;4,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
pišèanèje kraèe;M621;500g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
pišèanèji èevapèièi;M666;400g;3,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
pišèanèja nabodala;M699;400g;5,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
pišèanèje pleskavice;M729;400g;3,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
pišèanèji medaljoni, zaèinjeni;M768;400g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
pišèanec za peko;M819;1kg;6,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
peèena pišèanèja šunka;M834;350g;5,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;11203;Kal 1, 6257 Pivka, Slovenija;05 703 10 00
slovensko maslo;M1080;250g;2,49;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;11207;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23
èokoladni puding ;M1011;125g;0,35;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;11211;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999
vanilijev puding ;M1041;125g;0,35;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;11211;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999
kefir, 3,5% m.m;M1071;1kg;1,45;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;11211;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999
sveži sir, Z bregov;M1089;800g;3,39;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;11211;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999
èebula;M15;1kg;2,38 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
slovenska èebula;M18;1kg;3,58 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rdeèa èebula šalotka;M24;1kg;3,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
slovenski èesen Èesnek;M27;1kg;11,97 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
mlad krompir;M63;1kg;0,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
slovenska solata kristalka;M96;1kg;0,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
radiè Verona;M99;1kg;2,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
blitva;M105;1kg;2,59 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
mehka solata;M108;1kg;1,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rdeèi radiè;M111;1kg;2,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
